10	1.05204E-33
10.62	4.66641E-32
11.25	1.33945E-30
11.88	2.66931E-29
12.5	3.90671E-28
13.12	4.39101E-27
13.75	3.91766E-26
14.38	2.86889E-25
15	1.76949E-24
15.62	8.33815E-24
16.25	3.48277E-23
16.88	1.31005E-22
17.5	4.48699E-22
18.12	1.41161E-21
18.75	4.11177E-21
19.38	1.11718E-20
20	2.8574E-20
20.62	6.29585E-20
21.25	1.33203E-19
21.88	2.71354E-19
22.5	5.35139E-19
23.12	1.02154E-18
23.75	1.89106E-18
24.38	3.40067E-18
25	5.96694E-18
25.62	9.56915E-18
26.25	1.51138E-17
26.88	2.35057E-17
27.5	3.60883E-17
28.12	5.46514E-17
28.75	8.15748E-17
29.38	1.20207E-16
30	1.7498E-16
30.62	2.4078E-16
31.25	3.28648E-16
31.88	4.45651E-16
32.5	5.99605E-16
33.12	8.02141E-16
33.75	1.06337E-15
34.38	1.4003E-15
35	1.83272E-15
35.62	2.30911E-15
36.25	2.89611E-15
36.88	3.61451E-15
37.5	4.49955E-15
38.12	5.57861E-15
38.75	6.87841E-15
39.38	8.44657E-15
40	1.0335E-14
40.62	1.2307E-14
41.25	1.46145E-14
41.88	1.73148E-14
42.5	2.04576E-14
43.12	2.41143E-14
43.75	2.83188E-14
44.38	3.31785E-14
45	3.8762E-14
45.62	4.44346E-14
46.25	5.07935E-14
46.88	5.80305E-14
47.5	6.61065E-14
48.12	7.52628E-14
48.75	8.53655E-14
49.38	9.66784E-14
50	1.09368E-13
51.25	1.3572E-13
51.88	1.50672E-13
52.5	1.6723E-13
53.12	1.85317E-13
53.75	2.04963E-13
54.38	2.26336E-13
55	2.49635E-13
56.25	2.97157E-13
56.88	3.23677E-13
57.5	3.52124E-13
58.12	3.82807E-13
58.75	4.15352E-13
59.38	4.50351E-13
60	4.87673E-13
61.25	5.62626E-13
62.5	6.46653E-13
63.75	7.41091E-13
64.38	7.91644E-13
65	8.46067E-13
66.25	9.51612E-13
67.5	1.06813E-12
68.75	1.19533E-12
70	1.33363E-12
71.25	1.47252E-12
72.5	1.62239E-12
73.75	1.782E-12
75	1.95483E-12
76.25	2.12399E-12
77.5	2.30477E-12
78.75	2.49534E-12
80	2.69806E-12
82.5	3.10116E-12
83.75	3.31789E-12
85	3.54482E-12
87.5	3.99223E-12
90	4.47864E-12
92.5	4.95848E-12
95	5.47248E-12
97.5	5.97616E-12
100	6.50477E-12
105	7.55184E-12
110	8.59105E-12
115	9.61692E-12
120	1.05991E-11
125	1.15295E-11
130	1.24207E-11
135	1.3224E-11
140	1.39758E-11
145	1.46452E-11
150	1.52423E-11
155	1.57677E-11
160	1.62253E-11
165	1.66213E-11
170	1.6933E-11
175	1.71852E-11
180	1.73895E-11
185	1.75262E-11
190	1.76086E-11
195	1.76507E-11
200	1.76511E-11
205	1.76086E-11
210	1.75224E-11
215	1.74082E-11
220	1.72658E-11
227.94	1.69821E-11
227.95	1.69806E-11
228.5	1.69613E-11
229.6	1.69078E-11
230	1.68957E-11
231	1.68581E-11
233	1.67695E-11
234	1.6734E-11
234.35	1.67148E-11
234.45	1.67006E-11
234.55	1.67017E-11
235.55	1.6652E-11
235.95	1.66415E-11
236.95	1.65927E-11
237.34	1.65688E-11
237.44	1.65701E-11
237.54	1.65714E-11
238	1.65378E-11
239	1.65058E-11
240	1.64441E-11
242	1.63531E-11
242.52	1.63281E-11
243.04	1.63033E-11
243.14	1.63049E-11
243.24	1.62915E-11
243.62	1.62707E-11
244	1.62649E-11
245	1.62069E-11
247	1.61079E-11
249.5	1.59768E-11
254.5	1.57129E-11
255	1.56946E-11
256	1.56297E-11
256.33	1.56183E-11
256.43	1.56061E-11
256.53	1.56083E-11
257.53	1.55588E-11
258	1.55307E-11
259	1.54679E-11
260	1.542E-11
262	1.53119E-11
266	1.50893E-11
270	1.48629E-11
278	1.43993E-11
280	1.42862E-11
284	1.40668E-11
290	1.37163E-11
300	1.3164E-11
302	1.30502E-11
303	1.30001E-11
303.34	1.29829E-11
303.68	1.29658E-11
303.78	1.29573E-11
303.88	1.29487E-11
304.44	1.29249E-11
305	1.28894E-11
306.12	1.28306E-11
307.5	1.27509E-11
310	1.26156E-11
315	1.23541E-11
320	1.20929E-11
330	1.15932E-11
340	1.11141E-11
350	1.06634E-11
360	1.02383E-11
370	9.83622E-12
380	9.46378E-12
390	9.10967E-12
400	8.78035E-12
410	8.46572E-12
420	8.17962E-12
430	7.91215E-12
440	7.66172E-12
450	7.42688E-12
460	7.20636E-12
470	6.999E-12
480	6.80376E-12
490	6.61972E-12
500	6.44602E-12
504	6.37926E-12
505	6.36574E-12
507	6.33309E-12
511	6.26888E-12
513	6.2373E-12
517	6.17519E-12
521	6.11443E-12
521.56	6.10693E-12
522.11	6.09969E-12
522.21	6.09735E-12
522.31	6.09502E-12
523.16	6.08083E-12
524	6.07252E-12
525.68	6.04489E-12
529.04	5.9959E-12
530	5.98522E-12
531.92	5.95853E-12
535.76	5.90053E-12
536	5.90068E-12
536.47	5.89577E-12
536.93	5.88568E-12
537.03	5.88348E-12
537.13	5.88671E-12
537.57	5.87708E-12
538	5.8731E-12
539	5.85672E-12
541	5.82958E-12
545	5.78147E-12
553	5.67782E-12
557.5	5.61748E-12
566.5	5.51102E-12
577	5.38617E-12
580	5.3552E-12
583	5.31979E-12
583.62	5.31339E-12
584.23	5.30718E-12
584.33	5.30536E-12
584.43	5.30355E-12
584.72	5.30317E-12
585	5.2981E-12
586	5.2849E-12
588	5.26353E-12
592	5.22142E-12
594	5.20066E-12
598	5.15976E-12
600	5.1396E-12
604	5.09516E-12
612	5.01798E-12
620	4.9391E-12
636	4.7898E-12
640	4.75195E-12
648	4.68254E-12
660	4.58083E-12
672	4.48016E-12
680	4.41584E-12
696	4.29352E-12
700	4.26025E-12
