3150.2893	2.88756E-13
3152.3707	4.04722E-13
3154.452	3.36499E-13
3156.5334	2.6817E-13
3158.6147	2.53652E-13
3160.6961	2.52154E-13
3162.7775	2.49054E-13
3164.8588	2.73227E-13
3166.9402	3.06445E-13
3169.0216	3.20465E-13
3171.1029	2.58947E-13
3173.1843	2.00005E-13
3175.2656	1.95196E-13
3177.347	2.0754E-13
3179.4284	2.14059E-13
3181.5097	2.24267E-13
3183.5911	2.66561E-13
3185.6725	4.0479E-13
3187.7538	4.60322E-13
3189.8352	3.54238E-13
3191.9165	3.55409E-13
3193.9979	3.22821E-13
3196.0793	2.94304E-13
3198.1606	2.58602E-13
3200.242	2.45508E-13
3202.3234	2.80738E-13
3204.4047	4.57654E-13
3206.4861	7.15769E-13
3208.5674	3.50759E-13
3210.6488	2.6943E-13
3212.7302	2.56261E-13
3214.8115	2.47583E-13
3216.8929	2.4749E-13
3218.9743	2.83007E-13
3221.0556	3.12489E-13
3223.137	2.93409E-13
3225.2183	2.87153E-13
3227.2997	3.26553E-13
3229.3811	4.04942E-13
3231.4624	5.34113E-13
3233.5438	3.63977E-13
3235.6252	2.51255E-13
3237.7065	2.42525E-13
3239.7879	2.76821E-13
3241.8692	2.56591E-13
3243.9506	2.14923E-13
3246.032	2.0367E-13
3248.1133	2.09879E-13
3250.1947	2.17477E-13
3252.276	2.19815E-13
3254.3574	2.18324E-13
3256.4388	2.3407E-13
3258.5201	2.56798E-13
3260.6015	2.6831E-13
3262.6829	2.62592E-13
3264.7642	2.57471E-13
3266.8456	2.83775E-13
3268.9269	3.13344E-13
3271.0083	3.24989E-13
3273.0897	3.14569E-13
3275.171	2.65194E-13
3277.2524	2.42444E-13
3279.3338	2.5425E-13
3281.4151	2.90208E-13
3283.4965	3.4116E-13
3285.5778	3.17109E-13
3287.6592	2.90174E-13
3289.7406	3.28177E-13
3291.8219	3.23563E-13
3293.9033	2.55747E-13
3295.9847	2.46866E-13
3298.066	2.84651E-13
3300.1474	3.99728E-13
3302.2287	6.92496E-13
3304.3101	4.3438E-13
3306.3915	2.52187E-13
3308.4728	2.16958E-13
3310.5542	2.52249E-13
3312.6356	3.02054E-13
3314.7169	3.14441E-13
3316.7983	3.28847E-13
3318.8796	3.46456E-13
3320.961	3.71453E-13
3323.0424	3.92428E-13
3325.1237	3.51897E-13
3327.2051	2.78402E-13
3329.2864	2.66765E-13
3331.3678	2.89459E-13
3333.4492	2.78128E-13
3335.5305	2.56863E-13
3337.6119	2.46354E-13
3339.6933	2.43119E-13
3341.7746	2.59464E-13
3343.856	2.65666E-13
3345.9373	2.65825E-13
3348.0187	2.93262E-13
3350.1001	3.02215E-13
3352.1814	2.83254E-13
3354.2628	2.96782E-13
3356.3442	3.4253E-13
3358.4255	3.66573E-13
3360.5069	3.15953E-13
3362.5882	2.97772E-13
3364.6696	3.5526E-13
3366.751	4.23067E-13
3368.8323	3.94342E-13
3370.9137	3.12562E-13
3372.9951	2.70396E-13
3375.0764	2.46527E-13
3377.1578	2.64076E-13
3379.2391	3.02826E-13
3381.3205	3.05534E-13
3383.4019	2.83481E-13
3385.4832	2.76433E-13
3387.5646	2.70805E-13
3389.646	2.6141E-13
3391.7273	2.49339E-13
3393.8087	2.39804E-13
3395.89	2.46675E-13
3397.9714	2.53742E-13
3400.0528	2.50415E-13
3402.1341	2.49419E-13
3404.2155	2.53278E-13
3406.2969	2.50419E-13
3408.3782	2.41288E-13
3410.4596	2.32491E-13
3412.5409	2.27759E-13
3414.6223	2.38202E-13
3416.7037	2.5259E-13
3418.785	2.37842E-13
3420.8664	2.14862E-13
3422.9477	2.13025E-13
3425.0291	2.19939E-13
3427.1105	2.31087E-13
3429.1918	2.56831E-13
3431.2732	2.88351E-13
3433.3546	3.06616E-13
3435.4359	3.02321E-13
3437.5173	2.96717E-13
3439.5986	2.98274E-13
3441.68	2.89262E-13
3443.7614	2.72876E-13
3445.8427	2.53887E-13
3447.9241	2.43062E-13
3450.0055	2.657E-13
3452.0868	3.03577E-13
3454.1682	3.05172E-13
3456.2495	2.80557E-13
3458.3309	2.57216E-13
3460.4123	2.61683E-13
3462.4936	2.90572E-13
3464.575	3.0056E-13
3466.6564	2.99923E-13
3468.7377	2.93014E-13
3470.8191	2.72375E-13
3472.9004	2.5624E-13
3474.9818	2.43291E-13
3477.0632	2.25531E-13
3479.1445	2.15123E-13
3481.2259	2.18458E-13
3483.3073	2.41017E-13
3485.3886	2.87296E-13
3487.47	2.9175E-13
3489.5513	2.49398E-13
3491.6327	2.45231E-13
3493.7141	2.53897E-13
3495.7954	2.36886E-13
3497.8768	2.40338E-13
3499.9581	2.74856E-13
3502.0395	2.91467E-13
3504.1209	2.90585E-13
3506.2022	3.11285E-13
3508.2836	3.24073E-13
3510.365	2.9331E-13
3512.4463	2.76447E-13
3514.5277	2.7108E-13
3516.609	2.6729E-13
3518.6904	2.91655E-13
3520.7718	3.31097E-13
3522.8531	3.31927E-13
3524.9345	3.27589E-13
3527.0159	3.266E-13
3529.0972	2.92351E-13
3531.1786	2.42433E-13
3533.2599	2.23707E-13
3535.3413	2.27598E-13
3537.4227	2.37387E-13
3539.504	2.40186E-13
3541.5854	2.31866E-13
3543.6668	2.40063E-13
3545.7481	2.70281E-13
3547.8295	3.04583E-13
3549.9108	3.18564E-13
3551.9922	3.05554E-13
3554.0736	2.69016E-13
3556.1549	2.39701E-13
3558.2363	2.35051E-13
3560.3177	2.45841E-13
3562.399	2.56417E-13
3564.4804	2.54237E-13
3566.5617	2.49535E-13
3568.6431	2.51319E-13
3570.7245	2.62373E-13
3572.8058	2.87881E-13
3574.8872	2.91278E-13
3576.9686	2.68535E-13
3579.0499	2.57333E-13
3581.1313	2.54209E-13
3583.2126	2.61268E-13
3585.294	2.72259E-13
3587.3754	2.70943E-13
3589.4567	2.57973E-13
3591.5381	2.44495E-13
3593.6194	2.36901E-13
3595.7008	2.32308E-13
3597.7822	2.30336E-13
3599.8635	2.32627E-13
3601.9449	2.44207E-13
3604.0263	2.58974E-13
3606.1076	2.62999E-13
3608.189	2.62696E-13
3610.2703	2.62877E-13
3612.3517	2.52843E-13
3614.4331	2.4567E-13
3616.5144	2.49259E-13
3618.5958	2.5174E-13
3620.6772	2.43474E-13
3622.7585	2.31181E-13
3624.8399	2.16299E-13
3626.9212	2.07088E-13
3629.0026	2.13038E-13
3631.084	2.18756E-13
3633.1653	2.19514E-13
3635.2467	2.26237E-13
3637.3281	2.32952E-13
3639.4094	2.32258E-13
3641.4908	2.27339E-13
3643.5721	2.22319E-13
3645.6535	2.17211E-13
3647.7349	2.08922E-13
3649.8162	2.04687E-13
3651.8976	2.07107E-13
3653.979	2.1722E-13
3656.0603	2.24494E-13
3658.1417	2.21774E-13
3660.223	2.23366E-13
3662.3044	2.30209E-13
3664.3858	2.34871E-13
3666.4671	2.44758E-13
3668.5485	2.55531E-13
3670.6299	2.42857E-13
3672.7112	2.27017E-13
3674.7926	2.17754E-13
3676.8739	2.14919E-13
3678.9553	2.21913E-13
3681.0367	2.26825E-13
3683.118	2.1737E-13
